id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,nombre,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,nombre_anfitrion,contacto_anfitrion,descripcion,piezas,camas,banos
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78463,58690,2025-12-15,240000,2,No disponible,60,Marriott International,Murcia,30000,4,2026-03-04,2026-03-08,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78510,57752,2025-05-23,738000,9,No disponible,738,The Ritz-Carlton,Murcia,82000,3,2025-05-27,2025-05-28,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78593,57330,2025-05-04,576000,3,No disponible,288,The Ritz-Carlton,La Coruña,96000,5,2025-11-14,2025-11-16,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
94435,63977,2025-12-31,972000,9,No disponible,486,,Estepona,54000,2,2026-02-28,,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78611,58541,2025-11-26,1704000,6,No disponible,852,Hyatt Hotels Corporation,Móstoles,142000,4,2026-08-16,2026-08-18,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78816,55808,2025-02-11,1524000,2,No disponible,254,Fairmont Hotels & Resorts,Ferrol,127000,1,2025-10-14,2025-10-20,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
78880,64201,2026-01-07,222000,3,No disponible,222,Melia Hotels International,Talavera de la Reina,74000,5,2026-06-17,2026-06-18,,,,,,
79319,61525,2025-01-04,666000,9,No disponible,666,Loews Hotels,Majadahonda,74000,2,2025-03-30,2025-03-31,,,,,,
79319,61525,2025-01-04,666000,9,No disponible,666,Loews Hotels,Majadahonda,74000,2,2025-03-30,2025-03-31,,,,,,
79319,61525,2025-01-04,666000,9,No disponible,666,Loews Hotels,Majadahonda,74000,2,2025-03-30,2025-03-31,,,,,,
